# case	disease	pipeline_name	pipeline_version	timestamp	C3Y	DCC_path	filesize	file_format	md5sum	sample_name	sample_uuid
C3L-00008	UCEC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00008.RNA-Seq.T.hg38.tsv.gz	919298	TSV	db7e95fb1e1ab0bd9463910a7fbfab5e	C3L-00008.RNA-Seq.T.hg38	3306f6da-1001-42af-8055-b63b5cf282c8
C3L-00009	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00009.RNA-Seq.A.hg38.tsv.gz	1019494	TSV	06b7dcf6b859ef4de197410ab06c4034	C3L-00009.RNA-Seq.A.hg38	7796cf80-f36e-45d2-9ea7-42211f271fb3
C3L-00009	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00009.RNA-Seq.T.hg38.tsv.gz	991190	TSV	4750c63a51c301fe85b273b7bf69db78	C3L-00009.RNA-Seq.T.hg38	8f2aab56-67a8-424b-8333-c6456bebbfe2
C3L-00010	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00010.RNA-Seq.A.hg38.tsv.gz	1009913	TSV	6e882038c8fc53ce4f01bc22205d7970	C3L-00010.RNA-Seq.A.hg38	7afd4b64-2e8e-48b3-9054-1764af45f266
C3L-00010	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00010.RNA-Seq.T.hg38.tsv.gz	994234	TSV	70a661a7172360f81f4b4940f3c6e7b5	C3L-00010.RNA-Seq.T.hg38	77361c56-5cd5-4926-ae52-b653dc30cb73
C3L-00011	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00011.RNA-Seq.A.hg38.tsv.gz	998461	TSV	7b9d9ce9fcddb5a10f498b6ad6b3adf0	C3L-00011.RNA-Seq.A.hg38	8d4d1868-01ec-4f88-bea4-1087b9abe554
C3L-00011	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00011.RNA-Seq.T.hg38.tsv.gz	952324	TSV	c5f715e05afe46e960f0a8d639e910ff	C3L-00011.RNA-Seq.T.hg38	2054da81-3869-4ae9-8d1a-d643f006584e
C3L-00016	GBM	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00016.RNA-Seq.T.hg38.tsv.gz	980791	TSV	00ac7614b82f8d8d5ed873bb7df26707	C3L-00016.RNA-Seq.T.hg38	6695623f-881e-4c0b-8f46-adb8c89161c2
C3L-00017	PDA	RNA-Seq_Expression	v1.0	20200312	Y3	/CPTAC3.Y3_WashU/PDA/CPTAC3_PDA_RNA-Seq_Expression_v1.0_2020-02-25_PDA_20200312/C3L-00017.RNA-Seq.genomic.A.hg38.tsv.gz	1025778	TSV	0be61f6c73fb1ddee6df666b3624a2f3	C3L-00017.RNA-Seq.genomic.A.hg38	9fbbc31e-053a-4d23-8a67-2fdff79e1141
C3L-00017	PDA	RNA-Seq_Expression	v1.0	20200312	Y3	/CPTAC3.Y3_WashU/PDA/CPTAC3_PDA_RNA-Seq_Expression_v1.0_2020-02-25_PDA_20200312/C3L-00017.RNA-Seq.genomic.T.hg38.tsv.gz	962659	TSV	7d2da08fbda6eab13643d76549ca915f	C3L-00017.RNA-Seq.genomic.T.hg38	435f1318-6e70-4a62-9321-b0ca736e9d14
C3L-00019	GBM	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00019.RNA-Seq.T.hg38.tsv.gz	975407	TSV	e3a81d6fb7bca542c1d1598fc77de72f	C3L-00019.RNA-Seq.T.hg38	146c76d9-b5d6-44af-a828-c623bbb59d17
C3L-00026	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00026.RNA-Seq.A.hg38.tsv.gz	1024143	TSV	e67a988671d235f057e87f6415fa7da4	C3L-00026.RNA-Seq.A.hg38	be308631-6b2d-4bf2-8986-82f189ea9a08
C3L-00026	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00026.RNA-Seq.T.hg38.tsv.gz	997103	TSV	0280e6b7d886a4ef9470e914b01e3c07	C3L-00026.RNA-Seq.T.hg38	70e8c072-5e03-470d-b7ec-2f141c915d1c
C3L-00029	SAR	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/SAR/CPTAC3_SAR_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00029.RNA-Seq.T.hg38.tsv.gz	983468	TSV	462e571bd54ca17235ae6d8903c71bbc	C3L-00029.RNA-Seq.T.hg38	da94021e-d10f-44a8-b061-c9f37ebff416
C3L-00032	UCEC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00032.RNA-Seq.T.hg38.tsv.gz	994918	TSV	73f7607d404e41ead7865fafda231aef	C3L-00032.RNA-Seq.T.hg38	747e4805-87e8-4999-b345-918e778cd820
C3L-00035	SAR	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/SAR/CPTAC3_SAR_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00035.RNA-Seq.A.hg38.tsv.gz	1002755	TSV	ddb8191bbb47bdb58f4b7846067f44d1	C3L-00035.RNA-Seq.A.hg38	30b589ea-207d-4886-ac90-7d9c700ba283
C3L-00035	SAR	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/SAR/CPTAC3_SAR_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00035.RNA-Seq.T.hg38.tsv.gz	985508	TSV	1144f3d0fe4c0e803d3e6f68977d920c	C3L-00035.RNA-Seq.T.hg38	31529425-9937-4fdb-ae01-053555af0a10
C3L-00079	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00079.RNA-Seq.A.hg38.tsv.gz	1004433	TSV	de7bd3599b66c86007c4d086cfe26977	C3L-00079.RNA-Seq.A.hg38	3106bb02-1578-4e03-9e81-5dbaba8693f8
C3L-00079	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00079.RNA-Seq.T.hg38.tsv.gz	929444	TSV	1f47cc8725ae350c21a9b33bb7ce0311	C3L-00079.RNA-Seq.T.hg38	623bffc1-9c98-42fb-8a4d-15d78fd99705
C3L-00080	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00080.RNA-Seq.A.hg38.tsv.gz	998268	TSV	ff855e642a9717652204666e584b892a	C3L-00080.RNA-Seq.A.hg38	eb85d70f-a365-46e3-ad82-4c8096be0336
C3L-00080	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00080.RNA-Seq.T.hg38.tsv.gz	990829	TSV	7232e982c09c4633981f05066a3e779c	C3L-00080.RNA-Seq.T.hg38	9ce97ffe-c8b6-469f-867e-7650dfca00d7
C3L-00081	LSCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00081.RNA-Seq.A.hg38.tsv.gz	1005563	TSV	1840ef10c985b913f4633f14b26a5fa1	C3L-00081.RNA-Seq.A.hg38	c83342ee-503e-49c0-9299-5918ef97da40
C3L-00081	LSCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00081.RNA-Seq.T.hg38.tsv.gz	983205	TSV	d8f0b94c7fb20ec082f76f4e13c5fddf	C3L-00081.RNA-Seq.T.hg38	dcd9f8bf-5aea-49dc-b525-e5446b834970
C3L-00083	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00083.RNA-Seq.A.hg38.tsv.gz	955368	TSV	593cb3fdd35e0fce6f9087fa6b6e3898	C3L-00083.RNA-Seq.A.hg38	0d588d1d-9d81-43ed-94d7-932b889dffdb
C3L-00083	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00083.RNA-Seq.T.hg38.tsv.gz	961984	TSV	d8aba9e5dbb643e147b4e9906f47d9e4	C3L-00083.RNA-Seq.T.hg38	c4604bfa-15aa-4b61-afc9-806232e21761
C3L-00084	UCEC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00084.RNA-Seq.T.hg38.tsv.gz	1007498	TSV	95e6683f929ab98010ba5700124637a2	C3L-00084.RNA-Seq.T.hg38	3b7d4638-9bc4-41d0-bc82-781d0bbc6c78
C3L-00086	UCEC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00086.RNA-Seq.T.hg38.tsv.gz	1018765	TSV	a1f864682ec5c0ad90c0459379d9a340	C3L-00086.RNA-Seq.T.hg38	fd5facea-7317-4f82-8cc1-bc6c953d1650
C3L-00088	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00088.RNA-Seq.A.hg38.tsv.gz	1000060	TSV	a0b5ba01a4c3cd726cdbe7326fdccdd0	C3L-00088.RNA-Seq.A.hg38	41275399-d82b-442b-a885-ae0d7206c763
C3L-00088	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00088.RNA-Seq.T.hg38.tsv.gz	988521	TSV	35f03a545c372467bfc06ae4f750465f	C3L-00088.RNA-Seq.T.hg38	34a74146-7236-4c67-ab8a-360f11780ef1
C3L-00090	UCEC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00090.RNA-Seq.T.hg38.tsv.gz	983219	TSV	2d2efaf5cf99893c92bb39e4cc82f081	C3L-00090.RNA-Seq.T.hg38	77bca128-495c-4481-821f-715a193bd94e
C3L-00093	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00093.RNA-Seq.A.hg38.tsv.gz	1011421	TSV	51cde9d0f67887e1009fe7a9abaa3dd5	C3L-00093.RNA-Seq.A.hg38	ae317715-a110-4918-9847-19a2c4522d34
C3L-00093	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00093.RNA-Seq.T.hg38.tsv.gz	1028186	TSV	18d5b4ada0ecf46ad76689e939a9cd59	C3L-00093.RNA-Seq.T.hg38	e8604c2c-1304-43f8-9d99-d44c19e597dd
C3L-00094	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00094.RNA-Seq.A.hg38.tsv.gz	1022829	TSV	43b2473e6615b0ea67783a37b4f1db85	C3L-00094.RNA-Seq.A.hg38	c2cf8186-a4a3-4d14-9346-b506181e88c0
C3L-00094	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00094.RNA-Seq.T.hg38.tsv.gz	1002639	TSV	b5fe407f90b90c5930162f824c46cddd	C3L-00094.RNA-Seq.T.hg38	7ee57fb7-18f3-4d82-a88e-0ebc710f925d
C3L-00095	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00095.RNA-Seq.A.hg38.tsv.gz	982863	TSV	fd8ffbac9ebd5355936e146f2ff28498	C3L-00095.RNA-Seq.A.hg38	e407cd9b-06d0-4007-8dde-50a8ac516b8a
C3L-00095	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00095.RNA-Seq.T.hg38.tsv.gz	976614	TSV	f5d29f9412c0a4cb296f38306e6e3361	C3L-00095.RNA-Seq.T.hg38	99284beb-dea4-4d80-b673-10774f2febdd
C3L-00096	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00096.RNA-Seq.A.hg38.tsv.gz	1022203	TSV	c40994dee6ac9e2dcdb4cb70ad96e9e9	C3L-00096.RNA-Seq.A.hg38	59cff4e0-cd30-4429-8c88-7d45f0d8dedd
C3L-00096	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00096.RNA-Seq.T.hg38.tsv.gz	977228	TSV	c522fb2217576642e7341e73da8191d7	C3L-00096.RNA-Seq.T.hg38	04e033d1-81df-4f93-8eaf-38d36b08be57
C3L-00097	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00097.RNA-Seq.A.hg38.tsv.gz	1004508	TSV	83bc4a4ee272a52f654d3e836ef9d8f8	C3L-00097.RNA-Seq.A.hg38	8fc3df07-dd03-4b2f-abc4-413869cb06ef
C3L-00097	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00097.RNA-Seq.T.hg38.tsv.gz	951982	TSV	9c0ed4c7d0a32f2b21fb12b53233f9be	C3L-00097.RNA-Seq.T.hg38	2e71c09e-29a8-4957-916d-09a72b26f7b0
C3L-00098	UCEC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00098.RNA-Seq.T.hg38.tsv.gz	946676	TSV	c77053b7d0ab4f8f238e44ce27c72e1e	C3L-00098.RNA-Seq.T.hg38	ff2177b6-2807-4fe2-b52d-5b9d131e5055
C3L-00102	PDA	RNA-Seq_Expression	v1.0	20200312	Y3	/CPTAC3.Y3_WashU/PDA/CPTAC3_PDA_RNA-Seq_Expression_v1.0_2020-02-25_PDA_20200312/C3L-00102.RNA-Seq.genomic.A.hg38.tsv.gz	1016538	TSV	7a3d64517aae69f1c890217d7026e7c9	C3L-00102.RNA-Seq.genomic.A.hg38	af3b88e2-6420-4143-8609-eb4ddc1b02f4
C3L-00102	PDA	RNA-Seq_Expression	v1.0	20200312	Y3	/CPTAC3.Y3_WashU/PDA/CPTAC3_PDA_RNA-Seq_Expression_v1.0_2020-02-25_PDA_20200312/C3L-00102.RNA-Seq.genomic.T.hg38.tsv.gz	960425	TSV	a4ef5ba8e30f5cdf8145bf8c130ad51c	C3L-00102.RNA-Seq.genomic.T.hg38	7466fd10-0f9a-467a-bf50-043383661537
C3L-00103	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00103.RNA-Seq.A.hg38.tsv.gz	1001911	TSV	8fccfbeb0f8bd33f5668cd168fe9ffbe	C3L-00103.RNA-Seq.A.hg38	b405a565-e045-4547-a333-75c44b4b7505
C3L-00103	CCRCC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00103.RNA-Seq.T.hg38.tsv.gz	1011681	TSV	421d120b4dcf3da5d50dab84eaabd165	C3L-00103.RNA-Seq.T.hg38	6d0d76bc-abb6-4458-86db-4613092dc1c0
C3L-00103	CCRCC	RNA-Seq_Expression	v1.0	20201123	Y3	/CPTAC3.Y3_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_CCRCC_ITH_20201123/C3L-00103.RNA-Seq.genomic.T.HET_qZq3G.hg38.tsv.gz	999340	TSV	a2f9e94d08d3b47bdaa44a1cb216f200	C3L-00103.RNA-Seq.genomic.T.HET_qZq3G.hg38	18286f10-e92d-47c6-b0d9-6d947d57d67f
C3L-00103	CCRCC	RNA-Seq_Expression	v1.0	20201123	Y3	/CPTAC3.Y3_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Expression_v1.0_CCRCC_ITH_20201123/C3L-00103.RNA-Seq.genomic.T.HET_r9p5p.hg38.tsv.gz	1037013	TSV	26e3532b91a3c58e6acf1ee23c4e6117	C3L-00103.RNA-Seq.genomic.T.HET_r9p5p.hg38	a8742879-06ab-47ef-9ed2-bf7b9fd59d79
C3L-00104	GBM	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00104.RNA-Seq.T.hg38.tsv.gz	1081276	TSV	bd07537095b0738ca832c36aa8aba327	C3L-00104.RNA-Seq.T.hg38	3adf0ba4-43a9-490b-9839-2c082f0a014e
C3L-00136	UCEC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00136.RNA-Seq.T.hg38.tsv.gz	1024652	TSV	4330630ee0e7a9049aeeda07616ec719	C3L-00136.RNA-Seq.T.hg38	c34fec8e-2138-4f34-8e01-84fc2ba589a0
C3L-00137	UCEC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00137.RNA-Seq.T.hg38.tsv.gz	979160	TSV	c74cff04ff7d166fa81686d6168d6613	C3L-00137.RNA-Seq.T.hg38	43c8e115-9604-484a-aa5b-68fe862fbb9e
C3L-00139	UCEC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00139.RNA-Seq.T.hg38.tsv.gz	1017497	TSV	161a50396d87b35ba26649fe71c7d2a3	C3L-00139.RNA-Seq.T.hg38	98674766-74fb-4975-982d-a287f2891d73
C3L-00140	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00140.RNA-Seq.A.hg38.tsv.gz	1004702	TSV	4a15efb5857caae7aca436bb3eb32fb4	C3L-00140.RNA-Seq.A.hg38	e600a502-8000-4b78-8850-59bedc80a6d0
C3L-00140	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00140.RNA-Seq.T.hg38.tsv.gz	974238	TSV	7964d7a2f5d3905edf610b6b3e0de81e	C3L-00140.RNA-Seq.T.hg38	bc1d4ac1-8ba8-42cb-8da1-258df1da42af
C3L-00143	UCEC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00143.RNA-Seq.T.hg38.tsv.gz	974243	TSV	fd7a9ba1317a896afdd62d549d8fa1a4	C3L-00143.RNA-Seq.T.hg38	eee2ea27-79c4-4d2d-a0b1-b4393d1fbc1b
C3L-00144	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00144.RNA-Seq.A.hg38.tsv.gz	980363	TSV	07c2f1204c4b57139b9c69a114c2c73f	C3L-00144.RNA-Seq.A.hg38	9e44a216-b1e8-4e03-bc4d-e7f83be19f15
C3L-00144	LUAD	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00144.RNA-Seq.T.hg38.tsv.gz	1004547	TSV	7698995126204f094f9b85ea8aa0aa7e	C3L-00144.RNA-Seq.T.hg38	9eb5c4fc-53c9-4a24-8d50-d3c147e7c2ad
C3L-00145	UCEC	RNA-Seq_Expression	v1.0	20191024	Y3	/CPTAC3.Y2_WashU/UCEC/CPTAC3_UCEC_RNA-Seq_Expression_v1.0_Y1Y2_20191024/C3L-00145.RNA-Seq.T.hg38.tsv.gz	1023229	TSV	0081033c986ca9871dd873340c721f3a	C3L-00145.RNA-Seq.T.hg38	91f15f58-4627-4197-9863-0ae1de242a9d
